itemid,total_events,unique_visitors,first_seen,last_seen,n_addtocart,n_transaction,n_view,view_to_cart,cart_to_purchase
230057,16,15,2015-06-23 01:32:11.724,2015-08-30 00:45:35.339,0,0,16,0.0,0.0
230058,22,19,2015-05-21 23:59:05.072,2015-09-17 21:34:05.083,1,0,21,0.047619047619047616,0.0
230059,3,3,2015-06-15 18:31:44.968,2015-07-17 16:36:16.226,0,0,3,0.0,0.0
230060,10,8,2015-05-15 05:35:41.264,2015-07-30 10:41:59.295,0,0,10,0.0,0.0
230061,8,8,2015-05-13 17:29:52.534,2015-08-21 20:38:28.426,0,0,8,0.0,0.0
230067,3,3,2015-05-29 22:46:08.563,2015-08-19 16:37:14.894,0,0,3,0.0,0.0
230071,1,1,2015-05-16 23:04:11.573,2015-05-16 23:04:11.573,0,0,1,0.0,0.0
230072,2,2,2015-07-26 16:23:46.484,2015-08-13 00:51:57.933,0,0,2,0.0,0.0
230073,22,20,2015-05-04 19:41:33.498,2015-09-17 04:57:36.517,0,0,22,0.0,0.0
230074,6,6,2015-05-25 20:07:01.248,2015-09-13 03:47:34.439,0,0,6,0.0,0.0
230075,98,83,2015-05-03 05:22:31.988,2015-09-15 20:38:21.966,1,1,96,0.010416666666666666,1.0
230076,12,10,2015-05-10 15:25:59.590,2015-07-31 22:32:38.952,0,0,12,0.0,0.0
230078,1,1,2015-05-28 03:35:48.137,2015-05-28 03:35:48.137,0,0,1,0.0,0.0
230079,1,1,2015-05-20 21:48:47.313,2015-05-20 21:48:47.313,0,0,1,0.0,0.0
230080,10,8,2015-06-08 23:54:29.984,2015-09-09 22:37:24.170,0,0,10,0.0,0.0
230083,19,19,2015-05-21 00:00:11.963,2015-09-17 23:21:01.756,0,0,19,0.0,0.0
230085,27,23,2015-05-07 02:04:47.382,2015-09-14 00:40:30.014,0,0,27,0.0,0.0
230086,23,20,2015-05-13 16:08:06.203,2015-07-17 04:43:34.057,0,0,23,0.0,0.0
230087,5,2,2015-06-22 22:10:52.852,2015-07-03 19:08:19.552,0,0,5,0.0,0.0
230088,6,4,2015-06-10 17:36:09.338,2015-08-04 14:51:06.268,0,0,6,0.0,0.0
230089,2,1,2015-05-28 16:06:55.501,2015-05-28 16:07:40.069,0,0,2,0.0,0.0
230090,1,1,2015-08-03 17:41:32.919,2015-08-03 17:41:32.919,0,0,1,0.0,0.0
230091,14,6,2015-05-05 15:24:48.502,2015-08-20 03:09:53.310,0,0,14,0.0,0.0
230093,2,2,2015-05-22 00:49:22.365,2015-07-27 18:45:03.657,0,0,2,0.0,0.0
230094,4,3,2015-05-11 02:21:12.429,2015-07-02 19:20:11.203,0,0,4,0.0,0.0
230097,8,8,2015-05-19 00:56:45.959,2015-08-08 22:38:15.438,0,0,8,0.0,0.0
230098,3,3,2015-05-16 14:26:45.789,2015-09-01 19:22:33.851,0,0,3,0.0,0.0
230099,18,12,2015-05-21 00:51:16.551,2015-09-17 23:35:08.972,2,1,15,0.13333333333333333,0.5
230100,3,3,2015-06-17 03:10:20.811,2015-09-10 06:45:13.874,0,0,3,0.0,0.0
230101,8,8,2015-06-09 20:15:54.668,2015-09-16 03:28:01.712,0,0,8,0.0,0.0
230102,2,2,2015-05-18 01:01:37.187,2015-05-31 19:46:33.384,0,0,2,0.0,0.0
230105,1,1,2015-09-07 21:18:05.760,2015-09-07 21:18:05.760,0,0,1,0.0,0.0
230106,1,1,2015-06-19 02:15:29.996,2015-06-19 02:15:29.996,0,0,1,0.0,0.0
230107,4,2,2015-06-06 07:13:39.342,2015-07-17 15:10:54.449,0,0,4,0.0,0.0
230108,7,5,2015-05-20 00:36:35.158,2015-06-24 18:27:58.380,0,0,7,0.0,0.0
230109,6,3,2015-05-23 19:10:20.738,2015-08-06 23:42:52.816,0,0,6,0.0,0.0
230110,5,5,2015-05-22 03:05:38.484,2015-08-22 01:33:16.163,0,0,5,0.0,0.0
230111,1,1,2015-07-09 23:31:17.979,2015-07-09 23:31:17.979,0,0,1,0.0,0.0
230112,1,1,2015-09-01 01:38:44.095,2015-09-01 01:38:44.095,0,0,1,0.0,0.0
230117,2,1,2015-07-12 14:11:18.518,2015-07-14 01:27:38.582,0,0,2,0.0,0.0
230120,14,11,2015-05-19 06:04:35.702,2015-09-09 03:33:15.916,1,0,13,0.07692307692307693,0.0
230123,11,3,2015-09-06 07:05:40.227,2015-09-09 00:53:59.469,1,1,9,0.1111111111111111,1.0
230126,1,1,2015-05-09 04:22:00.063,2015-05-09 04:22:00.063,0,0,1,0.0,0.0
230127,1,1,2015-09-06 17:43:11.400,2015-09-06 17:43:11.400,0,0,1,0.0,0.0
230128,6,6,2015-05-15 14:59:50.712,2015-09-10 19:03:08.511,0,0,6,0.0,0.0
230129,3,1,2015-09-13 21:11:46.389,2015-09-13 21:17:00.322,0,0,3,0.0,0.0
230131,1,1,2015-06-05 01:52:30.655,2015-06-05 01:52:30.655,0,0,1,0.0,0.0
230136,1,1,2015-09-14 01:35:43.757,2015-09-14 01:35:43.757,0,0,1,0.0,0.0
230138,1,1,2015-06-16 18:41:38.983,2015-06-16 18:41:38.983,0,0,1,0.0,0.0
230140,4,4,2015-07-01 21:42:40.917,2015-08-01 20:36:29.614,0,0,4,0.0,0.0
230143,45,41,2015-05-05 02:42:26.378,2015-09-14 21:31:59.885,0,0,45,0.0,0.0
230145,1,1,2015-05-20 15:48:19.381,2015-05-20 15:48:19.381,0,0,1,0.0,0.0
230146,9,8,2015-05-12 03:46:01.234,2015-09-14 15:10:07.987,0,0,9,0.0,0.0
230153,1,1,2015-08-25 23:56:35.124,2015-08-25 23:56:35.124,0,0,1,0.0,0.0
230154,1,1,2015-09-03 20:06:08.468,2015-09-03 20:06:08.468,0,0,1,0.0,0.0
230155,11,11,2015-05-06 16:39:37.602,2015-08-14 16:46:58.482,0,0,11,0.0,0.0
230157,6,3,2015-07-19 05:37:51.837,2015-08-25 15:29:23.462,0,0,6,0.0,0.0
230164,4,4,2015-06-02 05:02:42.468,2015-07-20 20:48:50.738,0,0,4,0.0,0.0
230166,54,39,2015-05-04 06:24:36.086,2015-09-10 21:34:33.143,1,0,53,0.018867924528301886,0.0
230167,6,6,2015-05-16 02:28:21.225,2015-08-24 14:22:31.294,0,0,6,0.0,0.0
230169,2,1,2015-06-20 04:00:43.176,2015-06-20 04:13:03.403,0,0,2,0.0,0.0
230170,3,2,2015-05-09 01:10:12.921,2015-06-04 19:52:51.794,0,0,3,0.0,0.0
230171,1,1,2015-09-06 16:24:55.518,2015-09-06 16:24:55.518,0,0,1,0.0,0.0
230177,6,3,2015-06-16 15:25:39.820,2015-09-03 04:42:04.484,0,0,6,0.0,0.0
230179,3,3,2015-06-08 04:59:16.809,2015-09-14 23:34:47.849,0,0,3,0.0,0.0
230180,1,1,2015-05-13 23:34:23.772,2015-05-13 23:34:23.772,0,0,1,0.0,0.0
230185,9,7,2015-05-16 18:47:52.090,2015-09-01 20:17:50.376,0,0,9,0.0,0.0
230187,10,8,2015-05-29 02:21:07.142,2015-09-12 05:18:29.573,0,0,10,0.0,0.0
230190,3,3,2015-06-10 20:40:22.866,2015-07-25 03:58:54.488,0,0,3,0.0,0.0
230191,3,3,2015-06-05 11:30:42.434,2015-09-04 14:55:53.814,0,0,3,0.0,0.0
230199,1,1,2015-08-13 01:47:05.802,2015-08-13 01:47:05.802,0,0,1,0.0,0.0
230201,1,1,2015-07-09 03:29:21.443,2015-07-09 03:29:21.443,0,0,1,0.0,0.0
230202,12,10,2015-05-22 00:11:41.579,2015-09-13 21:49:24.016,0,0,12,0.0,0.0
230203,2,2,2015-05-25 04:00:19.531,2015-06-18 04:59:02.918,0,0,2,0.0,0.0
230204,1,1,2015-09-17 17:10:13.239,2015-09-17 17:10:13.239,0,0,1,0.0,0.0
230206,1,1,2015-09-12 19:34:16.807,2015-09-12 19:34:16.807,0,0,1,0.0,0.0
230207,20,10,2015-05-07 00:22:28.223,2015-09-16 21:37:30.918,0,0,20,0.0,0.0
230208,6,3,2015-05-29 16:35:51.236,2015-08-19 13:54:42.043,0,0,6,0.0,0.0
230209,2,2,2015-06-25 23:58:50.293,2015-07-09 21:10:57.141,0,0,2,0.0,0.0
230211,2,2,2015-06-04 17:59:00.051,2015-06-23 22:31:59.196,0,0,2,0.0,0.0
230213,6,5,2015-05-13 19:16:55.771,2015-09-10 12:09:06.517,0,0,6,0.0,0.0
230214,6,4,2015-05-22 19:09:33.014,2015-08-19 18:48:44.428,0,0,6,0.0,0.0
230215,2,2,2015-07-20 03:03:10.866,2015-09-10 04:41:40.010,0,0,2,0.0,0.0
230223,156,133,2015-05-06 03:04:12.844,2015-09-15 10:01:06.174,0,0,156,0.0,0.0
230225,2,2,2015-09-09 19:02:30.717,2015-09-15 17:45:06.345,0,0,2,0.0,0.0
230230,97,77,2015-05-04 03:46:42.471,2015-08-26 19:04:19.141,1,0,96,0.010416666666666666,0.0
230231,15,12,2015-05-21 17:38:33.333,2015-09-13 04:24:31.833,0,0,15,0.0,0.0
230234,16,16,2015-05-22 00:01:03.590,2015-08-22 22:57:59.485,0,0,16,0.0,0.0
230235,1,1,2015-07-31 21:36:08.276,2015-07-31 21:36:08.276,0,0,1,0.0,0.0
230237,5,5,2015-05-20 04:39:12.227,2015-09-05 19:21:06.216,0,0,5,0.0,0.0
230238,6,4,2015-06-20 06:05:26.816,2015-08-09 18:09:05.672,0,0,6,0.0,0.0
230239,18,16,2015-05-09 15:34:26.657,2015-08-11 01:45:02.175,0,0,18,0.0,0.0
230241,2,2,2015-05-26 00:58:58.691,2015-07-07 20:22:12.542,0,0,2,0.0,0.0
230243,9,8,2015-05-05 20:17:30.403,2015-06-10 00:56:39.328,0,0,9,0.0,0.0
230247,1,1,2015-06-17 20:46:10.188,2015-06-17 20:46:10.188,0,0,1,0.0,0.0
230248,1,1,2015-06-12 13:20:24.435,2015-06-12 13:20:24.435,0,0,1,0.0,0.0
230249,11,8,2015-07-11 14:50:57.616,2015-09-12 06:22:35.863,0,0,11,0.0,0.0
230250,17,14,2015-05-07 20:16:08.632,2015-08-19 20:57:58.409,0,0,17,0.0,0.0
230252,3,3,2015-06-04 19:24:16.813,2015-09-08 19:12:14.431,0,0,3,0.0,0.0
230257,71,45,2015-05-05 02:36:51.002,2015-06-16 22:17:42.662,6,3,62,0.0967741935483871,0.5
230260,2,2,2015-08-26 21:06:26.820,2015-09-05 22:57:07.923,0,0,2,0.0,0.0
230262,1,1,2015-07-31 00:30:03.704,2015-07-31 00:30:03.704,0,0,1,0.0,0.0
230265,1,1,2015-06-10 11:00:16.636,2015-06-10 11:00:16.636,0,0,1,0.0,0.0
230266,6,6,2015-05-16 10:47:11.004,2015-08-13 02:08:10.546,0,0,6,0.0,0.0
230268,16,13,2015-06-21 02:26:21.485,2015-08-08 04:23:48.725,1,1,14,0.07142857142857142,1.0
230271,1,1,2015-09-10 22:07:32.243,2015-09-10 22:07:32.243,0,0,1,0.0,0.0
230273,11,5,2015-06-04 19:45:35.322,2015-08-29 22:47:48.126,0,0,11,0.0,0.0
230274,3,3,2015-07-27 05:36:36.973,2015-09-12 05:42:30.212,0,0,3,0.0,0.0
230275,6,3,2015-07-07 22:11:03.165,2015-08-25 21:30:37.329,0,0,6,0.0,0.0
230276,3,3,2015-06-09 05:00:42.317,2015-08-17 01:35:59.476,0,0,3,0.0,0.0
230279,6,6,2015-05-31 05:43:23.921,2015-08-06 18:59:16.575,0,0,6,0.0,0.0
230281,15,13,2015-05-27 21:04:21.786,2015-09-07 01:36:34.898,6,2,7,0.8571428571428571,0.3333333333333333
230285,3,3,2015-06-06 18:26:42.055,2015-07-10 14:14:54.046,0,0,3,0.0,0.0
230286,1,1,2015-07-01 03:20:58.716,2015-07-01 03:20:58.716,0,0,1,0.0,0.0
230287,1,1,2015-07-08 02:18:01.785,2015-07-08 02:18:01.785,0,0,1,0.0,0.0
230289,1,1,2015-06-01 02:34:26.499,2015-06-01 02:34:26.499,0,0,1,0.0,0.0
230293,8,7,2015-06-05 16:46:18.435,2015-07-05 00:00:54.018,0,0,8,0.0,0.0
230295,2,2,2015-05-10 00:11:05.916,2015-05-26 02:13:53.157,0,0,2,0.0,0.0
230296,3,2,2015-05-05 04:01:38.712,2015-06-11 01:49:30.251,0,0,3,0.0,0.0
230297,1,1,2015-06-08 07:25:58.910,2015-06-08 07:25:58.910,0,0,1,0.0,0.0
230303,1,1,2015-07-07 20:43:06.869,2015-07-07 20:43:06.869,0,0,1,0.0,0.0
230305,13,8,2015-05-16 02:52:00.475,2015-08-27 01:10:56.545,2,0,11,0.18181818181818182,0.0
230306,1,1,2015-06-10 00:32:14.457,2015-06-10 00:32:14.457,0,0,1,0.0,0.0
230308,1,1,2015-08-11 20:23:09.546,2015-08-11 20:23:09.546,0,0,1,0.0,0.0
230312,3,3,2015-07-15 02:18:05.560,2015-07-16 06:29:16.397,0,0,3,0.0,0.0
230313,1,1,2015-05-04 23:58:26.177,2015-05-04 23:58:26.177,0,0,1,0.0,0.0
230314,1,1,2015-06-16 23:06:49.129,2015-06-16 23:06:49.129,0,0,1,0.0,0.0
230316,2,2,2015-05-17 18:30:36.060,2015-05-18 16:39:24.918,0,0,2,0.0,0.0
230318,2,2,2015-08-12 01:04:38.572,2015-09-16 00:24:13.858,0,0,2,0.0,0.0
230319,6,5,2015-06-19 04:17:31.867,2015-09-14 00:15:56.687,0,0,6,0.0,0.0
230320,14,11,2015-05-15 22:37:06.805,2015-09-02 13:28:46.670,0,0,14,0.0,0.0
230321,1,1,2015-05-19 04:59:43.889,2015-05-19 04:59:43.889,0,0,1,0.0,0.0
230322,8,8,2015-05-13 05:07:38.559,2015-07-24 05:52:53.119,0,0,8,0.0,0.0
230325,1,1,2015-07-12 20:18:43.744,2015-07-12 20:18:43.744,0,0,1,0.0,0.0
230327,1,1,2015-06-25 00:47:18.144,2015-06-25 00:47:18.144,0,0,1,0.0,0.0
230330,2,2,2015-09-14 16:58:38.969,2015-09-17 21:45:43.049,0,0,2,0.0,0.0
230331,1,1,2015-05-16 21:12:11.993,2015-05-16 21:12:11.993,0,0,1,0.0,0.0
230334,1,1,2015-05-11 15:43:50.999,2015-05-11 15:43:50.999,0,0,1,0.0,0.0
230335,5,5,2015-05-13 06:21:54.525,2015-09-05 19:36:33.780,0,0,5,0.0,0.0
230336,11,11,2015-05-17 17:57:55.632,2015-09-09 22:43:34.499,0,0,11,0.0,0.0
230337,1,1,2015-05-12 17:47:30.912,2015-05-12 17:47:30.912,0,0,1,0.0,0.0
230342,3,3,2015-07-09 04:46:37.878,2015-08-21 18:03:04.487,0,0,3,0.0,0.0
230344,59,28,2015-05-10 23:51:49.050,2015-09-09 16:59:15.189,0,0,59,0.0,0.0
230345,6,4,2015-05-14 18:32:13.002,2015-09-14 02:41:30.989,0,0,6,0.0,0.0
230347,13,11,2015-05-05 22:53:02.248,2015-08-19 16:37:18.761,0,0,13,0.0,0.0
230348,7,7,2015-06-10 16:46:54.914,2015-09-18 02:44:49.705,0,0,7,0.0,0.0
230353,54,40,2015-05-05 22:20:22.658,2015-08-28 19:27:43.594,0,0,54,0.0,0.0
230354,5,5,2015-05-13 21:23:20.425,2015-08-07 15:51:30.444,0,0,5,0.0,0.0
230355,1,1,2015-09-14 02:37:32.745,2015-09-14 02:37:32.745,0,0,1,0.0,0.0
230356,2,2,2015-05-29 02:32:20.497,2015-07-12 17:07:00.139,0,0,2,0.0,0.0
230358,20,16,2015-07-16 23:12:27.558,2015-09-14 18:42:58.687,0,0,20,0.0,0.0
230359,1,1,2015-05-08 17:39:05.379,2015-05-08 17:39:05.379,0,0,1,0.0,0.0
230360,10,8,2015-05-25 00:15:50.623,2015-09-13 04:13:14.191,0,0,10,0.0,0.0
230361,6,6,2015-05-18 03:27:17.561,2015-09-02 01:06:07.736,0,0,6,0.0,0.0
230362,11,9,2015-05-07 05:59:53.288,2015-07-23 21:48:56.473,0,0,11,0.0,0.0
230363,2,1,2015-07-25 00:12:41.478,2015-07-25 00:13:44.066,0,0,2,0.0,0.0
230364,1,1,2015-07-08 10:36:36.579,2015-07-08 10:36:36.579,0,0,1,0.0,0.0
230367,2,2,2015-07-02 16:59:56.435,2015-07-31 18:26:05.572,0,0,2,0.0,0.0
230369,3,3,2015-06-13 05:20:07.782,2015-08-19 17:19:41.909,0,0,3,0.0,0.0
230371,4,4,2015-05-25 15:53:44.529,2015-08-02 13:31:34.241,0,0,4,0.0,0.0
230372,1,1,2015-08-25 20:03:18.642,2015-08-25 20:03:18.642,0,0,1,0.0,0.0
230376,124,97,2015-05-06 03:50:33.551,2015-09-13 21:01:55.142,2,1,121,0.01652892561983471,0.5
230377,5,4,2015-07-22 12:16:21.723,2015-08-17 15:31:01.930,0,0,5,0.0,0.0
230378,1,1,2015-06-05 06:55:23.502,2015-06-05 06:55:23.502,0,0,1,0.0,0.0
230381,1,1,2015-05-27 16:59:30.642,2015-05-27 16:59:30.642,0,0,1,0.0,0.0
230382,37,32,2015-05-07 02:10:02.647,2015-08-17 21:52:29.391,0,0,37,0.0,0.0
230383,11,9,2015-05-04 21:28:20.466,2015-09-16 23:45:12.030,0,0,11,0.0,0.0
230384,2,2,2015-08-21 10:38:45.810,2015-08-25 09:53:14.190,0,0,2,0.0,0.0
230386,24,18,2015-05-10 21:01:02.223,2015-09-06 20:28:55.149,0,0,24,0.0,0.0
230387,12,4,2015-05-21 09:41:01.119,2015-07-17 20:11:56.082,0,0,12,0.0,0.0
230390,3,3,2015-06-23 17:37:26.937,2015-07-28 02:54:05.685,0,0,3,0.0,0.0
230393,1,1,2015-05-12 15:34:37.570,2015-05-12 15:34:37.570,0,0,1,0.0,0.0
230394,4,4,2015-05-06 05:23:48.004,2015-09-05 22:41:46.609,0,0,4,0.0,0.0
230395,7,7,2015-06-08 17:05:23.124,2015-09-01 14:21:19.173,0,0,7,0.0,0.0
230396,1,1,2015-05-20 23:02:39.421,2015-05-20 23:02:39.421,0,0,1,0.0,0.0
230397,109,78,2015-05-04 05:17:20.270,2015-09-18 01:46:11.667,5,3,101,0.04950495049504951,0.6
230400,1,1,2015-07-25 19:51:54.498,2015-07-25 19:51:54.498,0,0,1,0.0,0.0
230402,1,1,2015-07-15 03:02:41.627,2015-07-15 03:02:41.627,0,0,1,0.0,0.0
230403,17,11,2015-05-05 19:58:20.221,2015-09-11 20:39:44.969,1,0,16,0.0625,0.0
230405,114,94,2015-05-04 20:29:21.885,2015-09-03 12:04:53.743,1,0,113,0.008849557522123894,0.0
230407,1,1,2015-07-31 04:54:08.871,2015-07-31 04:54:08.871,0,0,1,0.0,0.0
230411,6,4,2015-06-01 16:39:31.073,2015-08-21 02:48:21.474,0,0,6,0.0,0.0
230414,2,2,2015-06-06 18:54:13.341,2015-07-27 04:53:25.104,0,0,2,0.0,0.0
230415,4,4,2015-05-16 22:21:59.885,2015-08-30 18:47:40.191,0,0,4,0.0,0.0
230416,3,3,2015-06-03 20:25:31.697,2015-07-03 03:27:23.153,0,0,3,0.0,0.0
230419,3,2,2015-05-12 21:32:03.185,2015-08-10 03:13:39.258,0,0,3,0.0,0.0
230421,2,2,2015-07-08 02:06:33.047,2015-07-14 07:04:37.502,0,0,2,0.0,0.0
230422,11,10,2015-05-13 16:58:08.088,2015-08-16 21:00:44.606,0,0,11,0.0,0.0
230425,45,38,2015-05-03 21:47:56.170,2015-09-12 23:27:49.611,0,0,45,0.0,0.0
230426,4,4,2015-06-18 19:49:07.774,2015-08-20 18:40:25.618,0,0,4,0.0,0.0
230427,2,2,2015-05-07 23:09:58.964,2015-09-07 14:05:51.818,0,0,2,0.0,0.0
230429,3,3,2015-05-12 22:55:14.508,2015-07-19 13:39:47.563,0,0,3,0.0,0.0
230430,11,11,2015-05-20 17:30:48.698,2015-09-16 00:48:28.605,0,0,11,0.0,0.0
230431,2,1,2015-06-02 06:25:08.631,2015-06-02 06:26:15.363,0,0,2,0.0,0.0
230432,138,115,2015-05-03 18:47:19.268,2015-09-15 00:26:13.668,3,0,135,0.022222222222222223,0.0
230433,11,11,2015-06-03 02:45:33.332,2015-09-14 19:34:21.264,0,0,11,0.0,0.0
230435,3,2,2015-07-13 21:07:12.833,2015-09-10 22:08:53.989,0,0,3,0.0,0.0
230436,1,1,2015-05-27 04:33:15.430,2015-05-27 04:33:15.430,0,0,1,0.0,0.0
230437,5,5,2015-05-24 19:12:23.612,2015-08-16 00:19:13.750,0,0,5,0.0,0.0
230439,42,36,2015-05-06 00:20:18.236,2015-09-04 15:02:08.828,0,0,42,0.0,0.0
230440,1,1,2015-07-02 06:31:25.501,2015-07-02 06:31:25.501,0,0,1,0.0,0.0
230441,6,5,2015-05-23 12:54:01.907,2015-09-02 03:04:55.586,0,0,6,0.0,0.0
230443,3,3,2015-05-03 15:42:16.358,2015-08-11 00:11:15.345,0,0,3,0.0,0.0
230444,1,1,2015-06-27 15:12:52.183,2015-06-27 15:12:52.183,0,0,1,0.0,0.0
230447,2,2,2015-06-11 23:40:30.314,2015-09-10 00:05:36.759,0,0,2,0.0,0.0
230448,1,1,2015-08-10 16:13:51.554,2015-08-10 16:13:51.554,0,0,1,0.0,0.0
230449,1,1,2015-07-30 20:29:11.464,2015-07-30 20:29:11.464,0,0,1,0.0,0.0
230450,1,1,2015-06-30 17:19:56.947,2015-06-30 17:19:56.947,0,0,1,0.0,0.0
230451,3,3,2015-05-18 04:32:47.581,2015-09-06 19:25:20.606,0,0,3,0.0,0.0
230452,1,1,2015-09-11 07:24:29.220,2015-09-11 07:24:29.220,0,0,1,0.0,0.0
230455,1,1,2015-06-22 02:12:33.331,2015-06-22 02:12:33.331,0,0,1,0.0,0.0
230457,20,16,2015-05-22 22:29:43.320,2015-09-10 19:25:50.094,1,0,19,0.05263157894736842,0.0
230458,3,3,2015-07-20 22:01:57.729,2015-08-12 13:12:44.737,0,0,3,0.0,0.0
230459,10,8,2015-05-06 16:50:02.945,2015-08-27 04:45:39.911,0,0,10,0.0,0.0
230460,5,5,2015-05-17 03:18:12.820,2015-08-09 06:43:28.538,0,0,5,0.0,0.0
230461,3,3,2015-05-12 23:48:04.464,2015-09-04 01:32:06.288,0,0,3,0.0,0.0
230462,1,1,2015-05-04 01:00:02.186,2015-05-04 01:00:02.186,0,0,1,0.0,0.0
230463,9,7,2015-05-08 20:45:23.883,2015-08-24 19:47:28.901,0,0,9,0.0,0.0
230464,7,6,2015-08-14 01:43:01.637,2015-09-09 01:18:05.938,0,0,7,0.0,0.0
230467,1,1,2015-07-07 17:49:57.388,2015-07-07 17:49:57.388,0,0,1,0.0,0.0
230468,1,1,2015-08-02 22:10:52.403,2015-08-02 22:10:52.403,0,0,1,0.0,0.0
230471,11,8,2015-06-07 05:40:08.369,2015-09-16 16:42:09.713,0,0,11,0.0,0.0
230472,6,6,2015-06-09 16:10:42.991,2015-08-17 19:02:09.057,0,0,6,0.0,0.0
230475,2,2,2015-05-19 16:42:23.939,2015-09-10 18:33:59.121,0,0,2,0.0,0.0
230479,3,1,2015-06-30 04:16:40.430,2015-06-30 05:02:41.754,0,0,3,0.0,0.0
230480,1,1,2015-08-30 20:57:30.168,2015-08-30 20:57:30.168,1,0,0,inf,0.0
230481,1,1,2015-05-12 15:08:53.023,2015-05-12 15:08:53.023,0,0,1,0.0,0.0
230483,26,24,2015-05-08 17:41:57.962,2015-09-15 19:39:35.922,0,0,26,0.0,0.0
230484,2,2,2015-07-25 21:01:06.702,2015-07-30 20:16:47.838,0,0,2,0.0,0.0
230488,2,1,2015-08-31 22:14:59.224,2015-08-31 22:16:18.037,0,0,2,0.0,0.0
230489,1,1,2015-05-07 02:25:26.826,2015-05-07 02:25:26.826,0,0,1,0.0,0.0
230491,3,3,2015-06-25 04:24:27.868,2015-09-03 04:45:55.159,0,0,3,0.0,0.0
230493,4,4,2015-06-02 15:48:52.029,2015-09-10 20:20:31.014,0,0,4,0.0,0.0
230496,3,3,2015-06-06 20:51:04.923,2015-07-28 20:06:29.133,0,0,3,0.0,0.0
230500,1,1,2015-06-14 20:30:17.836,2015-06-14 20:30:17.836,0,0,1,0.0,0.0
230501,13,12,2015-05-03 15:36:40.638,2015-09-13 16:15:52.207,0,0,13,0.0,0.0
230502,34,23,2015-05-12 01:20:51.411,2015-07-27 06:14:49.729,0,0,34,0.0,0.0
230504,1,1,2015-07-14 14:39:07.645,2015-07-14 14:39:07.645,0,0,1,0.0,0.0
230506,22,20,2015-06-21 19:53:36.386,2015-09-11 21:07:18.493,0,0,22,0.0,0.0
230509,91,80,2015-05-30 23:00:08.592,2015-09-15 11:54:36.718,0,0,91,0.0,0.0
230510,2,1,2015-09-04 20:03:16.108,2015-09-04 20:03:45.936,0,0,2,0.0,0.0
230511,2,1,2015-05-11 02:45:25.342,2015-05-11 04:55:28.335,0,0,2,0.0,0.0
230512,8,8,2015-05-21 17:42:55.363,2015-09-16 18:06:20.341,0,0,8,0.0,0.0
230515,12,5,2015-05-29 00:13:38.085,2015-09-03 00:29:03.310,0,0,12,0.0,0.0
230516,23,17,2015-05-03 15:46:56.114,2015-09-16 20:52:14.916,0,0,23,0.0,0.0
230517,21,19,2015-05-04 15:14:07.642,2015-09-16 00:31:09.191,0,0,21,0.0,0.0
230519,7,6,2015-05-21 15:28:20.809,2015-08-30 19:53:07.912,0,0,7,0.0,0.0
230522,1,1,2015-06-13 01:55:30.877,2015-06-13 01:55:30.877,0,0,1,0.0,0.0
230524,2,2,2015-06-22 14:42:22.287,2015-09-06 05:03:55.848,0,0,2,0.0,0.0
230528,4,4,2015-05-26 04:24:37.130,2015-09-05 00:02:26.210,0,0,4,0.0,0.0
230529,11,7,2015-05-14 20:16:02.219,2015-09-09 20:51:54.044,0,0,11,0.0,0.0
230530,1,1,2015-08-07 00:21:47.746,2015-08-07 00:21:47.746,0,0,1,0.0,0.0
230532,55,46,2015-05-06 02:15:02.824,2015-08-24 04:52:52.492,0,0,55,0.0,0.0
230533,1,1,2015-06-13 02:45:53.292,2015-06-13 02:45:53.292,0,0,1,0.0,0.0
230534,2,2,2015-05-21 04:37:53.174,2015-06-13 03:04:36.008,0,0,2,0.0,0.0
230535,15,15,2015-05-08 15:03:36.897,2015-08-18 18:35:32.740,0,0,15,0.0,0.0
230536,20,20,2015-05-05 16:42:53.184,2015-08-30 01:36:05.347,0,0,20,0.0,0.0
230538,29,29,2015-05-04 14:52:14.338,2015-09-10 09:06:57.661,0,0,29,0.0,0.0
230540,1,1,2015-09-10 18:30:57.402,2015-09-10 18:30:57.402,0,0,1,0.0,0.0
230543,1,1,2015-08-30 17:44:23.724,2015-08-30 17:44:23.724,0,0,1,0.0,0.0
230546,4,4,2015-05-07 22:34:28.850,2015-07-11 10:59:31.529,0,0,4,0.0,0.0
230547,6,6,2015-06-04 17:34:45.080,2015-08-26 22:47:46.757,0,0,6,0.0,0.0
230554,167,124,2015-05-07 16:05:49.493,2015-09-17 01:29:15.194,5,1,161,0.031055900621118012,0.2
230555,1,1,2015-05-07 22:14:44.397,2015-05-07 22:14:44.397,0,0,1,0.0,0.0
230558,2,1,2015-05-05 16:50:03.812,2015-05-05 21:42:48.551,0,0,2,0.0,0.0
230563,2,2,2015-06-18 06:19:04.197,2015-06-30 22:26:44.740,0,0,2,0.0,0.0
230567,5,2,2015-08-17 21:59:05.972,2015-09-08 23:27:11.853,0,0,5,0.0,0.0
230568,11,7,2015-05-25 17:18:56.586,2015-08-26 07:23:14.568,0,0,11,0.0,0.0
230571,2,1,2015-05-07 00:13:48.801,2015-05-07 16:04:25.776,0,0,2,0.0,0.0
230574,4,4,2015-06-05 22:23:48.432,2015-08-31 19:47:13.470,0,0,4,0.0,0.0
230575,6,6,2015-05-16 02:32:37.485,2015-09-13 20:49:48.287,0,0,6,0.0,0.0
